time,deltaTimeMs,angle,position,angleTarget,angleErr,positionTarget,positionErr,angleCmd,positionCmd,motorCmd,actualMotorCmd
17.973994970321655,5.224466323852539,3125,902,3129,-4.0,1100,-239.22073022926793,1084.0,-157.9784523419264,926,926
17.979262590408325,5.267620086669922,3122,907,3129,-7.0,1100,-216.11036511463396,2392.4799239612566,-309.5309881261047,2083,2083
17.984154224395752,4.891633987426758,3126,911,3129,-7.0,1100,-216.11036511463396,2392.4799239612566,-309.5309881261047,2083,2083
17.989332914352417,5.178689956665039,3127,917,3129,-2.0,1100,-216.11036511463396,-297.98077436582116,-309.5309881261047,-608,-608
17.994327306747437,4.994392395019531,3126,923,3129,-2.0,1100,-216.11036511463396,-297.98077436582116,-309.5309881261047,-608,-608
17.999070167541504,4.742860794067383,3128,929,3129,-1.0,1100,-216.11036511463396,87.56640627356359,-309.5309881261047,-222,-222
18.004162073135376,5.09190559387207,3127,933,3129,-2.0,1100,-216.11036511463396,712.8594128388819,-309.5309881261047,403,403
18.009377479553223,5.21540641784668,3129,937,3129,0.0,1100,-189.55518255731698,-333.6269238857143,8.29699127091385,-325,-325
18.013921976089478,4.544496536254883,3128,940,3129,0.0,1100,-189.55518255731698,-333.6269238857143,8.29699127091385,-325,-325
18.019129276275635,5.207300186157227,3128,943,3129,-1.0,1100,-189.55518255731698,438.07314133968225,8.29699127091385,446,446
18.02424192428589,5.112648010253906,3130,945,3129,1.0,1100,-189.55518255731698,-611.3324454392837,8.29699127091385,-603,-603
18.028859853744507,4.617929458618164,3123,947,3129,1.0,1100,-189.55518255731698,-611.3324454392837,8.29699127091385,-603,-603
18.034092664718628,5.232810974121094,3124,948,3129,-5.0,1100,-189.55518255731698,2352.551798797157,8.29699127091385,2361,2361
18.039205074310303,5.112409591674805,3125,949,3129,-4.0,1100,-170.2775912786585,913.8258415333676,-173.24799428158826,741,741
18.044095754623413,4.890680313110352,3125,950,3129,-4.0,1100,-170.2775912786585,913.8258415333676,-173.24799428158826,741,741
18.049137353897095,5.041599273681641,3124,952,3129,-5.0,1100,-170.2775912786585,1527.5642901730823,-173.24799428158826,1354,1354
18.053770542144775,4.633188247680664,3032,954,3129,-5.0,1100,-170.2775912786585,1527.5642901730823,-173.24799428158826,1354,1354
18.059138536453247,5.36799430847168,3124,957,3129,-5.0,1100,-170.2775912786585,1355.0,-173.24799428158826,1182,1182
18.064117908477783,4.979372024536133,3123,960,3129,-5.0,1100,-170.2775912786585,1355.0,-173.24799428158826,1182,1182
18.0689435005188,4.825592041015625,3126,964,3129,-3.0,1100,-153.13879563932926,452.4224822134388,-119.71237864453497,333,333
18.073918342590332,4.974842071533203,3124,969,3129,-3.0,1100,-153.13879563932926,452.4224822134388,-119.71237864453497,333,333
18.078969955444336,5.051612854003906,3130,973,3129,1.0,1100,-153.13879563932926,-959.8888956012837,-119.71237864453497,-1080,-1080
18.083783864974976,4.813909530639648,3126,977,3129,1.0,1100,-153.13879563932926,-959.8888956012837,-119.71237864453497,-1080,-1080
18.088862419128418,5.078554153442383,3128,980,3129,-1.0,1100,-153.13879563932926,613.6171991925262,-119.71237864453497,494,494
18.094149589538574,5.28717041015625,3128,981,3129,-1.0,1100,-136.06939781966463,271.0,-90.01375347023384,181,181
18.098772048950195,4.622459411621094,3125,981,3129,-1.0,1100,-136.06939781966463,271.0,-90.01375347023384,181,181
18.10390019416809,5.128145217895508,3128,982,3129,-1.0,1100,-136.06939781966463,271.0,-90.01375347023384,181,181
18.109095573425293,5.195379257202148,3126,983,3129,-3.0,1100,-136.06939781966463,1147.9129897664172,-90.01375347023384,1058,1058
18.113787174224854,4.691600799560547,3126,984,3129,-3.0,1100,-136.06939781966463,1147.9129897664172,-90.01375347023384,1058,1058
18.11892795562744,5.140781402587891,3125,985,3129,-4.0,1100,-136.06939781966463,1253.2349726370467,-90.01375347023384,1163,1163
18.123740434646606,4.812479019165039,3120,987,3129,-4.0,1100,-124.53469890983231,1253.2349726370467,-207.92121799856807,1045,1045
18.12885546684265,5.115032196044922,3124,989,3129,-5.0,1100,-124.53469890983231,1525.0869059382867,-207.92121799856807,1317,1317
18.13406276702881,5.207300186157227,3123,992,3129,-6.0,1100,-124.53469890983231,1793.0731413396823,-207.92121799856807,1585,1585
18.13870072364807,4.637956619262695,3120,995,3129,-6.0,1100,-124.53469890983231,1793.0731413396823,-207.92121799856807,1585,1585
18.143781423568726,5.080699920654297,3121,999,3129,-8.0,1100,-124.53469890983231,2510.472499296105,-207.92121799856807,2303,2303
18.14896845817566,5.187034606933594,3122,1003,3129,-7.0,1100,-110.76734945491616,1729.2741092112522,-67.41247143834289,1662,1662
18.15369725227356,4.728794097900391,3126,1009,3129,-7.0,1100,-110.76734945491616,1729.2741092112522,-67.41247143834289,1662,1662
18.158881664276123,5.184412002563477,3126,1016,3129,-3.0,1100,-110.76734945491616,141.75705127615538,-67.41247143834289,74,74
18.1639986038208,5.116939544677734,3128,1023,3129,-1.0,1100,-110.76734945491616,-69.04701146211909,-67.41247143834289,-136,-136
18.168547868728638,4.549264907836914,3125,1029,3129,-1.0,1100,-110.76734945491616,-69.04701146211909,-67.41247143834289,-136,-136
18.173596382141113,5.048513412475586,3128,1035,3129,-1.0,1100,-110.76734945491616,271.0,-67.41247143834289,204,204
18.178773403167725,5.177021026611328,3130,1040,3129,1.0,1100,-85.38367472745807,-607.1006244819011,590.9051405418178,-16,-16
18.18348455429077,4.711151123046875,3132,1044,3129,1.0,1100,-85.38367472745807,-607.1006244819011,590.9051405418178,-16,-16
